I_Id,I_W,I_Fat_C,I_Vis,I_MRP_JD,I_category,I_MRP_US,O_Id,O_Establ_Y,O_Size,I_Recalled,O_Loc_T,O_T,I_O_Sales
FDE35,7.06,reg,0.043988865,90.589184,Starchy Foods,127.5904,OUT013,1997,High,NO,Tier 3,Carrefour,941.6752
FDT46,11.35,Low Fat,0,85.484568,Snack Foods,120.4008,OUT035,2014,Small,NO,Tier 2,Carrefour,989.6128
FDS21,,Regular,0.036676446,92.810774,Snack Foods,130.7194,OUT019,1995,Small,NO,Tier 1,Family Basket,303.8388
DRD12,6.96,Low Fat,0.077755199,112.829366,Soft Drinks,158.9146,OUT017,2017,,NO,Tier 2,Carrefour,1639.4336
FDR14,,Low Fat,0.304862387,87.138158,Dairy,122.7298,OUT019,1995,Small,NO,Tier 1,Family Basket,287.8596
FDG22,,Regular,0.041305766,75.20249,Snack Foods,105.919,OUT027,1995,Medium,NO,Tier 3,Cozmo,948.999
FDX58,13.15,Low Fat,0.043956721,179.05845,Snack Foods,252.195,OUT049,2009,Medium,NO,Tier 1,Carrefour,2926.425
FDB40,,Regular,0.007628372,152.444242,Dairy,214.7102,OUT027,1995,Medium,NO,Tier 3,Cozmo,4554.306
FDJ36,14.5,Regular,0.214806063,121.220572,Baking Goods,170.7332,OUT010,2008,,NO,Tier 3,Family Basket,385.0664
NCL53,7.5,LF,0.060774825,174.235988,Health and Hygiene,245.4028,OUT010,2008,,NO,Tier 3,Family Basket,534.2056
NCX05,15.2,Low Fat,0.097383937,129.822932,Health and Hygiene,182.8492,OUT045,2012,,NO,Tier 2,Carrefour,1686.0396
FDO21,11.6,Regular,0.009888021,208.910684,Snack Foods,294.2404,OUT046,2007,Small,NO,Tier 1,Carrefour,1980.3232
NCF07,9,Low Fat,0.032277981,120.701136,Household,170.0016,OUT018,2019,Medium,NO,Tier 3,C-Town,1698.024
FDU20,19.35,Regular,0.021564694,133.273958,Fruits and Vegetables,187.7098,OUT013,1997,High,NO,Tier 3,Carrefour,1505.6078
FDK09,15.2,Low Fat,0.153717956,210.184992,Snack Foods,296.0352,OUT010,2008,,NO,Tier 3,Family Basket,638.0704
FDY57,20.2,Regular,0.121356308,117.558392,Snack Foods,165.5752,OUT035,2014,Small,NO,Tier 2,Carrefour,1714.0032
FDD51,,Low Fat,0.119496835,80.424824,Dairy,113.2744,OUT027,1995,Medium,NO,Tier 3,Cozmo,1085.488
FDA49,,Low Fat,0.064732378,110.348058,Canned,155.4198,OUT027,1995,Medium,NO,Tier 3,Cozmo,2447.7148
FDG33,5.365,Regular,0.14036528,169.744244,Seafood,239.0764,OUT046,2007,Small,NO,Tier 1,Carrefour,3443.7516
FDG35,21.2,Regular,0,171.588398,Starchy Foods,241.6738,OUT049,2009,Medium,NO,Tier 1,Carrefour,3134.1546
FDC52,11.15,Regular,0.008421692,155.256268,Dairy,218.6708,OUT045,2012,,NO,Tier 2,Carrefour,2286.5912
FDS34,19.35,Regular,0.077318256,128.333778,Snack Foods,180.7518,OUT017,2017,,NO,Tier 2,Carrefour,863.1108
NCY05,13.5,Low Fat,0.055200504,71.985054,Health and Hygiene,101.3874,OUT049,2009,Medium,NO,Tier 1,Carrefour,462.2992
FDO46,9.6,Regular,0.014334811,181.892912,Snack Foods,256.1872,OUT035,2014,Small,NO,Tier 2,Carrefour,1881.7848
FDY20,12.5,Regular,0.082004864,113.421648,Fruits and Vegetables,159.7488,OUT049,2009,Medium,NO,Tier 1,Carrefour,1538.232
FDA13,15.85,Low Fat,0.078665095,74.088926,Canned,104.3506,OUT035,2014,Small,NO,Tier 2,Carrefour,787.2096
FDS04,10.195,Regular,0.146665889,148.946498,Frozen Foods,209.7838,OUT013,1997,High,NO,Tier 3,Carrefour,1865.8056
FDU51,20.2,Regular,0.097184596,175.087988,Meat,246.6028,OUT017,2017,,NO,Tier 2,Carrefour,2482.3364
FDK50,7.96,Low Fat,0.028603742,163.221474,Canned,229.8894,OUT018,2019,Medium,NO,Tier 3,C-Town,2930.4198
FDO60,20,Low Fat,0.034465926,80.520106,Baking Goods,113.4086,OUT013,1997,High,NO,Tier 3,Carrefour,1161.3892
FDM13,6.425,Low Fat,0.063657672,142.754446,Breakfast,201.0626,OUT017,2017,,NO,Tier 2,Carrefour,1622.7886
FDU12,,Regular,0.075509242,234.837328,Baking Goods,330.7568,OUT027,1995,Medium,NO,Tier 3,Cozmo,7826.0472
NCG54,12.1,Low Fat,0.080256363,169.626526,Household,238.9106,OUT018,2019,Medium,NO,Tier 3,C-Town,1719.9954
FDH40,11.6,Regular,0.132236921,106.661596,Frozen Foods,150.2276,OUT010,2008,,NO,Tier 3,Family Basket,423.6828
NCI06,,Low Fat,0.083672515,175.48786,Household,247.166,OUT019,1995,Small,NO,Tier 1,Family Basket,539.532
FDA58,9.395,Low Fat,0.103856617,216.545172,Snack Foods,304.9932,OUT035,2014,Small,NO,Tier 2,Carrefour,4422.4776
FDJ02,17.2,Regular,0.025434134,152.679678,Canned,215.0418,OUT017,2017,,NO,Tier 2,Carrefour,2534.2688
FDP21,7.42,Regular,0.0259707,182.460912,Snack Foods,256.9872,OUT018,2019,Medium,NO,Tier 3,C-Town,2638.1336
FDN57,18.25,Low Fat,0.054348942,149.110934,Snack Foods,210.0154,OUT035,2014,Small,NO,Tier 2,Carrefour,2307.231
FDV26,,Regular,0.075916641,185.579374,Dairy,261.3794,OUT027,1995,Medium,NO,Tier 3,Cozmo,8568.4142
FDZ21,17.6,Regular,0.03940784,115.47511,Snack Foods,162.641,OUT049,2009,Medium,NO,Tier 1,Carrefour,2979.689
FDG21,,Regular,0.145716438,153.86055,Seafood,216.705,OUT027,1995,Medium,NO,Tier 3,Cozmo,1977.66
FDF26,6.825,Regular,0.046949729,158.471858,Canned,223.1998,OUT018,2019,Medium,NO,Tier 3,C-Town,2640.7968
FDC39,7.405,Low Fat,0.159187948,196.620016,Dairy,276.9296,OUT013,1997,High,NO,Tier 3,Carrefour,2880.4848
FDQ24,15.7,Low Fat,0.074091786,226.186404,Baking Goods,318.5724,OUT018,2019,Medium,NO,Tier 3,C-Town,4206.7584
FDC41,15.6,Low Fat,0.117699554,102.00357,Frozen Foods,143.667,OUT017,2017,,NO,Tier 2,Carrefour,1481.639
NCO14,9.6,Low Fat,0.049742765,79.668106,Household,112.2086,OUT010,2008,,NO,Tier 3,Family Basket,224.6086
FDE05,,Regular,0.032421886,150.527242,Frozen Foods,212.0102,OUT027,1995,Medium,NO,Tier 3,Cozmo,5574.9774
FDW52,,Regular,0.037465835,164.118346,Frozen Foods,231.1526,OUT027,1995,Medium,NO,Tier 3,Cozmo,4126.8624
FDL36,,Low Fat,0.075832087,110.88993,Baking Goods,156.183,OUT027,1995,Medium,NO,Tier 3,Cozmo,1618.128
FDS04,10.195,Regular,0.146760206,147.029498,Frozen Foods,207.0838,OUT035,2014,Small,NO,Tier 2,Carrefour,3832.5788
NCC18,19.1,LF,0.177670624,170.713962,Household,240.4422,OUT049,2009,Medium,NO,Tier 1,Carrefour,3801.2862
FDN01,8.895,LF,0.072818696,173.19527,Breakfast,243.937,OUT018,2019,Medium,NO,Tier 3,C-Town,709.311
FDY02,8.945,Regular,0.146826312,234.50661,Dairy,330.291,OUT010,2008,,NO,Tier 3,Family Basket,1494.955
FDV15,10.3,Low Fat,0.147124264,121.953008,Meat,171.7648,OUT017,2017,,NO,Tier 2,Carrefour,2984.3496
FDC34,16,Regular,0.173234453,158.541012,Snack Foods,223.2972,OUT045,2012,,NO,Tier 2,Carrefour,4074.93
FDX10,6.385,reg,0.124535284,72.695054,Snack Foods,102.3874,OUT017,2017,,NO,Tier 2,Carrefour,568.1614
NCF19,13,Low Fat,0.035204516,82.291414,Household,115.9034,OUT013,1997,High,NO,Tier 3,Carrefour,763.2408
FDE17,20.1,Regular,0.054888518,155.444986,Frozen Foods,218.9366,OUT017,2017,,NO,Tier 2,Carrefour,3656.1418
FDJ08,11.1,Low Fat,0.111247936,182.672066,Fruits and Vegetables,257.2846,OUT018,2019,Medium,NO,Tier 3,C-Town,3810.6074
NCN53,5.175,Low Fat,0.030455202,73.476054,Health and Hygiene,103.4874,OUT013,1997,High,NO,Tier 3,Carrefour,568.1614
FDC16,11.5,Regular,0,110.94034,Dairy,156.254,OUT046,2007,Small,NO,Tier 1,Carrefour,1478.31
FDO15,16.75,Regular,0.008726441,100.609698,Meat,141.7038,OUT018,2019,Medium,NO,Tier 3,C-Town,1584.1722
FDQ23,,low fat,0.024532061,120.936572,Breads,170.3332,OUT027,1995,Medium,NO,Tier 3,Cozmo,2128.1308
DRF37,17.25,Low Fat,0.084387458,234.00961,Soft Drinks,329.591,OUT013,1997,High,NO,Tier 3,Carrefour,3598.883
FDN40,5.88,Low Fat,0.08656544,158.613858,Frozen Foods,223.3998,OUT035,2014,Small,NO,Tier 2,Carrefour,2333.1972
FDN24,,LF,0.112843928,86.829876,Baking Goods,122.2956,OUT027,1995,Medium,NO,Tier 3,Cozmo,1490.2944
FDF16,7.3,Low Fat,0.086744573,153.081396,Frozen Foods,215.6076,OUT017,2017,,NO,Tier 2,Carrefour,3431.7672
FDH27,7.075,Low Fat,0.058562653,149.819088,Dairy,211.0128,OUT049,2009,Medium,NO,Tier 1,Carrefour,1330.5024
FDY52,6.365,Low Fat,0,90.705056,Frozen Foods,127.7536,OUT017,2017,,NO,Tier 2,Carrefour,1160.0576
NCH55,,Low Fat,0.034629414,137.17342,Household,193.202,OUT027,1995,Medium,NO,Tier 3,Cozmo,2963.044
NCH18,9.3,LF,0.044777785,223.706942,Household,315.0802,OUT035,2014,Small,NO,Tier 2,Carrefour,1408.401
DRC01,5.92,Regular,0.019309026,84.042132,Soft Drinks,118.3692,OUT013,1997,High,NO,Tier 3,Carrefour,771.2304
NCO14,9.6,Low Fat,0.029763267,78.532106,Household,110.6086,OUT035,2014,Small,NO,Tier 2,Carrefour,313.8258
DRG39,14.15,Low Fat,0.042305995,85.269722,Dairy,120.0982,OUT046,2007,Small,NO,Tier 1,Carrefour,758.5802
DRK13,11.8,Low Fat,0.11519674,189.007964,Soft Drinks,266.2084,OUT013,1997,High,NO,Tier 3,Carrefour,3949.7596
FDD41,6.765,Regular,0.087562069,123.632726,Frozen Foods,174.1306,OUT045,2012,,NO,Tier 2,Carrefour,1852.4896
FDQ19,,Regular,0.014420564,220.562352,Fruits and Vegetables,310.6512,OUT027,1995,Medium,NO,Tier 3,Cozmo,12297.56
FDX58,13.15,LF,0.073376428,177.28345,Snack Foods,249.695,OUT010,2008,,NO,Tier 3,Family Basket,729.285
FDK40,,Low Fat,0.021868592,235.14561,Frozen Foods,331.191,OUT027,1995,Medium,NO,Tier 3,Cozmo,6754.775
FDI52,18.7,Low Fat,0.10539524,135.544112,Frozen Foods,190.9072,OUT017,2017,,NO,Tier 2,Carrefour,670.0288
FDT28,13.3,Low Fat,0.063638272,154.759268,Frozen Foods,217.9708,OUT013,1997,High,NO,Tier 3,Carrefour,2286.5912
FDH52,9.42,Regular,0.044276435,91.958774,Frozen Foods,129.5194,OUT017,2017,,NO,Tier 2,Carrefour,1046.8716
FDZ38,17.6,LF,0.008126018,169.293962,Dairy,238.4422,OUT046,2007,Small,NO,Tier 1,Carrefour,2939.0752
FDF12,8.235,Low Fat,0.0830191,154.288396,Baking Goods,217.3076,OUT017,2017,,NO,Tier 2,Carrefour,2101.4988
NCE06,,Low Fat,0.091167211,163.789474,Household,230.6894,OUT027,1995,Medium,NO,Tier 3,Cozmo,2768.6304
FDO45,13.15,Regular,0.038136783,111.956776,Snack Foods,157.6856,OUT049,2009,Medium,NO,Tier 1,Carrefour,883.0848
NCS18,12.65,Low Fat,0.042421724,123.819598,Household,174.3938,OUT045,2012,,NO,Tier 2,Carrefour,3931.783
NCE54,20.7,Low Fat,0.02707941,100.277134,Household,141.2354,OUT045,2012,,NO,Tier 2,Carrefour,1684.708
FDB50,13,Low Fat,0.154055108,102.807006,Canned,144.7986,OUT045,2012,,NO,Tier 2,Carrefour,2828.5524
FDZ20,16.1,Low Fat,0.034501537,230.136276,Fruits and Vegetables,324.1356,OUT045,2012,,NO,Tier 2,Carrefour,6538.39
FDB11,16,Low Fat,0.061096431,208.910684,Starchy Foods,294.2404,OUT045,2012,,NO,Tier 2,Carrefour,4905.8484
FDU22,12.35,Low Fat,0,132.707804,Snack Foods,186.9124,OUT013,1997,High,NO,Tier 3,Carrefour,3379.8348
FDY48,14,Low Fat,0.023956558,121.504572,Baking Goods,171.1332,OUT018,2019,Medium,NO,Tier 3,C-Town,2128.1308
NCP30,20.5,Low Fat,0.032887495,76.738362,Household,108.0822,OUT035,2014,Small,NO,Tier 2,Carrefour,1437.0304
FDD08,8.3,Low Fat,0.035472676,75.295926,Fruits and Vegetables,106.0506,OUT035,2014,Small,NO,Tier 2,Carrefour,711.3084
NCG42,19.2,Low Fat,0.041416929,140.67301,Household,198.131,OUT049,2009,Medium,NO,Tier 1,Carrefour,1218.648
NCT30,9.1,Low Fat,0.080872059,81.629978,Household,114.9718,OUT017,2017,,NO,Tier 2,Carrefour,1030.8924
FDT37,14.15,Low Fat,0.035365817,229.685994,Canned,323.5014,OUT013,1997,High,NO,Tier 3,Carrefour,5535.0294
FDU04,7.93,Low Fat,0.005682062,135.000394,Frozen Foods,190.1414,OUT049,2009,Medium,NO,Tier 1,Carrefour,3104.1936
NCH30,17.1,Low Fat,0.067279053,129.49406,Household,182.386,OUT046,2007,Small,NO,Tier 1,Carrefour,1425.046
DRG37,16.2,Low Fat,0.019487306,158.115012,Soft Drinks,222.6972,OUT013,1997,High,NO,Tier 3,Carrefour,1893.7692
FDS13,6.465,LF,0.124631117,236.279764,Canned,332.7884,OUT046,2007,Small,NO,Tier 1,Carrefour,3889.8376
FDQ47,7.155,Regular,0.168996496,72.695054,Breads,102.3874,OUT018,2019,Medium,NO,Tier 3,C-Town,850.4606
FDY26,20.6,Regular,0.030629756,199.243324,Dairy,280.6244,OUT035,2014,Small,NO,Tier 2,Carrefour,3779.3148
FDB14,20.25,Regular,0.103267373,115.45452,Canned,162.612,OUT018,2019,Medium,NO,Tier 3,C-Town,832.484
FDV45,,low fat,0.078997251,182.864476,Snack Foods,257.5556,OUT019,1995,Small,NO,Tier 1,Family Basket,1306.5336
FDR23,15.85,Low Fat,0.082245687,174.26027,Breads,245.437,OUT018,2019,Medium,NO,Tier 3,C-Town,5825.984
NCS29,9,Low Fat,0.069612587,237.628764,Health and Hygiene,334.6884,OUT013,1997,High,NO,Tier 3,Carrefour,4154.826
FDK33,,Low Fat,0.011305843,199.83376,Snack Foods,281.456,OUT027,1995,Medium,NO,Tier 3,Cozmo,4441.12
FDW24,,low fat,0.037440469,83.782414,Baking Goods,118.0034,OUT027,1995,Medium,NO,Tier 3,Cozmo,2172.7394
FDR08,18.7,Low Fat,0.037960765,127.223906,Fruits and Vegetables,179.1886,OUT017,2017,,NO,Tier 2,Carrefour,2514.9606
FDB45,20.85,Low Fat,0.021437043,122.780726,Fruits and Vegetables,172.9306,OUT013,1997,High,NO,Tier 3,Carrefour,2479.6732
FDW32,18.35,Regular,0.094343363,107.911622,Fruits and Vegetables,151.9882,OUT013,1997,High,NO,Tier 3,Carrefour,1382.4348
FDN21,18.6,Low Fat,0.076966095,163.458756,Snack Foods,230.2236,OUT035,2014,Small,NO,Tier 2,Carrefour,3080.2248
FDH56,9.8,Regular,0.063930139,131.597932,Fruits and Vegetables,185.3492,OUT035,2014,Small,NO,Tier 2,Carrefour,990.9444
FDQ07,15.1,Regular,0.087667757,204.370376,Fruits and Vegetables,287.8456,OUT049,2009,Medium,NO,Tier 1,Carrefour,6369.2768
FDU58,,Regular,0.028996235,182.320758,Snack Foods,256.7898,OUT027,1995,Medium,NO,Tier 3,Cozmo,2237.9878
FDK36,7.09,LF,0.00733431,82.433414,Baking Goods,116.1034,OUT013,1997,High,NO,Tier 3,Carrefour,1249.2748
NCG18,,Low Fat,0.02299163,121.291572,Household,170.8332,OUT027,1995,Medium,NO,Tier 3,Cozmo,2948.3964
FDQ26,,Regular,0.067668727,88.931902,Dairy,125.2562,OUT027,1995,Medium,NO,Tier 3,Cozmo,2253.967
DRL47,,Low Fat,0.038674197,138.830702,Hard Drinks,195.5362,OUT027,1995,Medium,NO,Tier 3,Cozmo,1186.6896
DRJ11,9.5,Low Fat,0,182.460912,Hard Drinks,256.9872,OUT017,2017,,NO,Tier 2,Carrefour,1503.6104
FDB41,19,Regular,0.097834541,82.836978,Frozen Foods,116.6718,OUT018,2019,Medium,NO,Tier 3,C-Town,794.5334
NCA06,20.5,Low Fat,0.143408608,75.20249,Household,105.919,OUT046,2007,Small,NO,Tier 1,Carrefour,363.095
NCZ41,19.85,Low Fat,0.064676885,137.221984,Health and Hygiene,193.2704,OUT045,2012,,NO,Tier 2,Carrefour,2307.8968
NCD54,21.1,Low Fat,0.029298031,151.782806,Household,213.7786,OUT017,2017,,NO,Tier 2,Carrefour,1624.786
FDM34,,Low Fat,0.067245954,142.683446,Snack Foods,200.9626,OUT027,1995,Medium,NO,Tier 3,Cozmo,3459.065
FDL57,15.1,Regular,0.067145992,233.114584,Snack Foods,328.3304,OUT013,1997,High,NO,Tier 3,Carrefour,5604.9384
NCD30,19.7,Low Fat,0.026951919,118.408546,Household,166.7726,OUT013,1997,High,NO,Tier 3,Carrefour,2039.5794
FDH17,16.2,Regular,0.01677834,117.414546,Frozen Foods,165.3726,OUT046,2007,Small,NO,Tier 1,Carrefour,2235.3246
FDD57,18.1,Low Fat,0.022520357,116.801674,Fruits and Vegetables,164.5094,OUT035,2014,Small,NO,Tier 2,Carrefour,1512.9316
FDC58,10.195,Low Fat,0.042238173,78.485388,Snack Foods,110.5428,OUT018,2019,Medium,NO,Tier 3,C-Town,1058.856
FDX47,6.55,Regular,0.034729343,160.338448,Breads,225.8288,OUT046,2007,Small,NO,Tier 1,Carrefour,2694.0608
FDC50,15.85,Low Fat,0.136899734,115.310674,Canned,162.4094,OUT045,2012,,NO,Tier 2,Carrefour,1608.141
NCS53,,Low Fat,0.089468433,160.005884,Health and Hygiene,225.3604,OUT027,1995,Medium,NO,Tier 3,Cozmo,6201.4952
FDY13,12.1,Low Fat,0.030375132,101.71957,Canned,143.267,OUT018,2019,Medium,NO,Tier 3,C-Town,792.536
FDP44,16.5,Regular,0.079823503,119.729572,Fruits and Vegetables,168.6332,OUT035,2014,Small,NO,Tier 2,Carrefour,1717.998
FDH60,,Regular,0.141485118,188.37081,Baking Goods,265.311,OUT019,1995,Small,NO,Tier 1,Family Basket,572.822
FDR02,16.7,Low Fat,0.037058417,125.803906,Dairy,177.1886,OUT010,2008,,NO,Tier 3,Family Basket,402.3772
FDK48,,Low Fat,0.037574987,102.762134,Baking Goods,144.7354,OUT027,1995,Medium,NO,Tier 3,Cozmo,2963.7098
FDO24,11.1,Low Fat,0.295073897,161.212884,Baking Goods,227.0604,OUT010,2008,,NO,Tier 3,Family Basket,972.302
FDE20,11.35,Regular,0.005650913,167.75809,Fruits and Vegetables,236.279,OUT013,1997,High,NO,Tier 3,Carrefour,2556.906
FDM04,9.195,Regular,0.04724561,86.028286,Frozen Foods,121.1666,OUT046,2007,Small,NO,Tier 1,Carrefour,948.999
NCH07,,Low Fat,0.162373011,162.206884,Household,228.4604,OUT019,1995,Small,NO,Tier 1,Family Basket,496.9208
DRP35,18.85,Low Fat,0.090992297,138.686856,Hard Drinks,195.3336,OUT046,2007,Small,NO,Tier 1,Carrefour,4142.8416
FDO11,8,Regular,0.030389897,225.999532,Breads,318.3092,OUT046,2007,Small,NO,Tier 1,Carrefour,6903.2484
NCM30,19.1,Low Fat,0.067420406,78.085516,Household,109.9796,OUT046,2007,Small,NO,Tier 1,Carrefour,881.7532
DRF27,,Low Fat,0.02840466,156.36614,Dairy,220.234,OUT027,1995,Medium,NO,Tier 3,Cozmo,1251.938
NCR18,,Low Fat,0.020513413,79.811952,Household,112.4112,OUT027,1995,Medium,NO,Tier 3,Cozmo,947.0016
FDS48,,Low Fat,0.027769732,154.404268,Baking Goods,217.4708,OUT027,1995,Medium,NO,Tier 3,Cozmo,3339.8868
FDO32,6.36,Low Fat,0.120856024,81.29926,Fruits and Vegetables,114.506,OUT049,2009,Medium,NO,Tier 1,Carrefour,832.484
NCP05,19.6,Low Fat,0.025554614,155.988704,Health and Hygiene,219.7024,OUT017,2017,,NO,Tier 2,Carrefour,3064.2456
FDF44,,Regular,0.059563787,141.287728,Fruits and Vegetables,198.9968,OUT027,1995,Medium,NO,Tier 3,Cozmo,5008.3816
FDX56,17.1,Regular,0.074184474,196.715298,Fruits and Vegetables,277.0638,OUT046,2007,Small,NO,Tier 1,Carrefour,3700.0846
FDE46,,Low Fat,0.015818328,155.302986,Snack Foods,218.7366,OUT027,1995,Medium,NO,Tier 3,Cozmo,1086.8196
FDQ09,,Low Fat,0.057975699,128.711214,Snack Foods,181.2834,OUT027,1995,Medium,NO,Tier 3,Cozmo,4556.9692
NCB54,8.76,Low Fat,0.050136058,138.260856,Health and Hygiene,194.7336,OUT013,1997,High,NO,Tier 3,Carrefour,819.168
NCV18,6.775,Low Fat,0.105350964,108.07975,Household,152.225,OUT035,2014,Small,NO,Tier 2,Carrefour,3342.55
NCG55,16.25,Low Fat,0.039332025,130.723496,Household,184.1176,OUT049,2009,Medium,NO,Tier 1,Carrefour,2813.9048
FDV14,19.85,Low Fat,0.044614064,111.814776,Dairy,157.4856,OUT035,2014,Small,NO,Tier 2,Carrefour,1234.6272
FDT31,19.75,Low Fat,0.012562935,183.170912,Fruits and Vegetables,257.9872,OUT013,1997,High,NO,Tier 3,Carrefour,3961.744
DRD12,6.96,Low Fat,0.077475112,113.184366,Soft Drinks,159.4146,OUT045,2012,,NO,Tier 2,Carrefour,818.5022
FDZ40,8.935,Low Fat,0.040471436,86.428158,Frozen Foods,121.7298,OUT018,2019,Medium,NO,Tier 3,C-Town,773.2278
DRI11,8.26,Low Fat,0.057710723,129.066214,Hard Drinks,181.7834,OUT010,2008,,NO,Tier 3,Family Basket,295.1834
FDP23,6.71,Low Fat,0.03578403,203.284786,Breads,286.3166,OUT045,2012,,NO,Tier 2,Carrefour,2139.4494
FDY02,8.945,Regular,0.087754354,235.35861,Dairy,331.491,OUT035,2014,Small,NO,Tier 2,Carrefour,2020.937
FDM03,12.65,Low Fat,0,124.884598,Meat,175.8938,OUT046,2007,Small,NO,Tier 1,Carrefour,930.3566
FDF35,15,Low Fat,0.154353739,124.529598,Starchy Foods,175.3938,OUT049,2009,Medium,NO,Tier 1,Carrefour,930.3566
DRM37,15.35,Low Fat,0.097068078,187.849528,Soft Drinks,264.5768,OUT017,2017,,NO,Tier 2,Carrefour,7865.9952
NCV41,14.35,Low Fat,0.017190268,126.041188,Health and Hygiene,177.5228,OUT049,2009,Medium,NO,Tier 1,Carrefour,1948.3648
NCK53,,Low Fat,0,119.850982,Health and Hygiene,168.8042,OUT027,1995,Medium,NO,Tier 3,Cozmo,3652.147
FDW23,5.765,Low Fat,0.082303616,74.561644,Baking Goods,105.0164,OUT045,2012,,NO,Tier 2,Carrefour,720.6296
FDW12,8.315,Regular,0.035667581,150.054524,Baking Goods,211.3444,OUT013,1997,High,NO,Tier 3,Carrefour,1776.5884
FDG44,6.13,Low Fat,0.102296627,86.499158,Fruits and Vegetables,121.8298,OUT035,2014,Small,NO,Tier 2,Carrefour,1204.6662
FDJ36,14.5,Regular,0.128360818,122.214572,Baking Goods,172.1332,OUT035,2014,Small,NO,Tier 2,Carrefour,385.0664
FDX55,15.1,low fat,0.0553309,204.065786,Fruits and Vegetables,287.4166,OUT046,2007,Small,NO,Tier 1,Carrefour,6276.0648
DRG13,17.25,Low Fat,0.037462632,164.544346,Soft Drinks,231.7526,OUT018,2019,Medium,NO,Tier 3,C-Town,3469.052
NCD06,13,low fat,0.099367622,81.15726,Household,114.306,OUT013,1997,High,NO,Tier 3,Carrefour,879.09
FDW22,,Regular,0.030268704,205.908094,Snack Foods,290.0114,OUT027,1995,Medium,NO,Tier 3,Cozmo,6387.9192
FDD33,12.85,Low Fat,0.108537059,213.897582,Fruits and Vegetables,301.2642,OUT045,2012,,NO,Tier 2,Carrefour,4130.1914
FDG24,7.975,Low Fat,0.014753382,106.73075,Baking Goods,150.325,OUT035,2014,Small,NO,Tier 2,Carrefour,1511.6
FDE05,10.895,Regular,0.032579046,151.095242,Frozen Foods,212.8102,OUT046,2007,Small,NO,Tier 1,Carrefour,3242.0142
FDZ12,9.17,Low Fat,0.103103817,151.19237,Baking Goods,212.947,OUT046,2007,Small,NO,Tier 1,Carrefour,4474.41
FDX37,16.2,Low Fat,0.105623192,120.3237,Canned,169.47,OUT010,2008,,NO,Tier 3,Family Basket,579.48
FDE44,14.65,Low Fat,0.171480643,82.125132,Fruits and Vegetables,115.6692,OUT035,2014,Small,NO,Tier 2,Carrefour,919.038
FDS52,,Low Fat,0.009710169,121.056136,Frozen Foods,170.5016,OUT019,1995,Small,NO,Tier 1,Family Basket,281.2016
FDO39,6.985,Regular,0.138051458,179.460168,Meat,252.7608,OUT018,2019,Medium,NO,Tier 3,C-Town,4222.7376
FDI32,17.7,Low Fat,0,129.989214,Fruits and Vegetables,183.0834,OUT045,2012,,NO,Tier 2,Carrefour,2944.4016
FDV28,16.1,Regular,0,73.240618,Frozen Foods,103.1558,OUT017,2017,,NO,Tier 2,Carrefour,519.558
NCP53,14.75,Low Fat,0.033201388,216.756326,Health and Hygiene,305.2906,OUT017,2017,,NO,Tier 2,Carrefour,3269.9778
NCN43,12.15,Low Fat,0.006895252,136.65583,Others,192.473,OUT049,2009,Medium,NO,Tier 1,Carrefour,1411.73
NCI31,,Low Fat,0.142518355,74.13749,Others,104.419,OUT019,1995,Small,NO,Tier 1,Family Basket,289.857
FDK55,18.5,Low Fat,0.025938943,111.553212,Meat,157.1172,OUT045,2012,,NO,Tier 2,Carrefour,1072.172
FDC17,12.15,Low Fat,0.015673178,198.297888,Frozen Foods,279.2928,OUT017,2017,,NO,Tier 2,Carrefour,5229.4272
FDV28,16.1,Regular,0.159823192,71.039618,Frozen Foods,100.0558,OUT035,2014,Small,NO,Tier 2,Carrefour,1198.674
FDY26,20.6,Regular,0.030759813,199.456324,Dairy,280.9244,OUT018,2019,Medium,NO,Tier 3,C-Town,2720.6928
NCU06,17.6,Low Fat,0.074647745,210.72871,Household,296.801,OUT049,2009,Medium,NO,Tier 1,Carrefour,3395.814
FDV16,,Regular,0.145325948,73.453618,Frozen Foods,103.4558,OUT019,1995,Small,NO,Tier 1,Family Basket,315.8232
FDY31,5.98,Low Fat,0.043776198,152.040678,Fruits and Vegetables,214.1418,OUT045,2012,,NO,Tier 2,Carrefour,3269.9778
DRE37,13.5,Low Fat,0.094491079,183.880912,Soft Drinks,258.9872,OUT049,2009,Medium,NO,Tier 1,Carrefour,3016.308
FDH33,12.85,Low Fat,0.121827394,78.627388,Snack Foods,110.7428,OUT035,2014,Small,NO,Tier 2,Carrefour,883.0848
FDA46,13.6,Low Fat,0.117738212,186.171656,Snack Foods,262.2136,OUT035,2014,Small,NO,Tier 2,Carrefour,2707.3768
FDP12,9.8,Regular,0.045383247,73.831054,Baking Goods,103.9874,OUT035,2014,Small,NO,Tier 2,Carrefour,462.2992
FDJ09,15,Low Fat,0.058610617,80.069824,Snack Foods,112.7744,OUT049,2009,Medium,NO,Tier 1,Carrefour,859.116
NCS54,,Low Fat,0.01006977,174.54427,Household,245.837,OUT027,1995,Medium,NO,Tier 3,Cozmo,6708.169
FDJ33,,Regular,0.088019475,134.31283,Snack Foods,189.173,OUT027,1995,Medium,NO,Tier 3,Cozmo,2766.633
FDF32,16.35,Low Fat,0.114078562,189.032246,Fruits and Vegetables,266.2426,OUT010,2008,,NO,Tier 3,Family Basket,970.9704
